,uuid,ord_in_thread,author,published,language,crawled,site_url,country,domain_rank,spam_score,main_img_url,replies_count,participants_count,likes,comments,shares,type
11,4d3faf17519cfa46ca754ab8068428818dbb2bf3,0,EdJenner,11/7/2016 20:34,english,11/7/2016 20:34,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2521919-thumb.jpg,0,1,0,0,0,bias
12,7f90d71cc69893f4c91e8a55f2c4da52d88cd7c1,0,Fed Up,11/9/2016 15:28,english,11/9/2016 15:37,100percentfedup.com,US,25689,0.998,http://100percentfedup.com/wp-content/uploads/2016/11/moving.jpg,0,0,0,0,0,bias
13,fd2c048d7e03f7260a8d75725b0441c627578f1a,0,EdJenner,11/10/2016 0:37,english,11/10/2016 0:37,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2534062-thumb.jpg,0,1,0,0,0,bias
14,c8d4c0a88af223f1b41e3e966ecd98ceb22ab5fb,0,Fed Up,11/10/2016 13:38,english,11/10/2016 14:25,100percentfedup.com,US,25689,0.001,http://100percentfedup.com/wp-content/uploads/2016/11/us-election-map.jpg,0,0,0,0,0,bias
15,f0b221ac2a32d3f533ab5e097883b5bd19924033,0,Fed Up,11/11/2016 13:13,english,11/11/2016 14:41,100percentfedup.com,US,25689,0,http://100percentfedup.com/wp-content/uploads/2016/11/reagan.jpg,0,0,0,0,0,bias
16,a9efba05a81e5b106ac2a4b12bd39615e402bfb9,0,EdJenner,11/12/2016 4:16,english,11/12/2016 4:16,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2543787-thumb.jpg,0,1,0,0,0,bias
17,13e3e1983787c76876e9e5d095e73ef8cee1628a,0,Fed Up,11/10/2016 6:41,english,11/12/2016 13:52,100percentfedup.com,US,25689,0.268,http://100percentfedup.com/wp-content/uploads/2016/11/Tomi.jpg,0,0,0,0,0,bias
18,162b39e6518af4e591acdd65d719b4f858596b3e,0,EdJenner,11/12/2016 17:55,english,11/12/2016 17:55,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2544872-thumb.jpg,0,1,0,0,0,bias
19,59899b8db5916d23b121cc8cae00e623f681d474,0,EdJenner,11/13/2016 4:02,english,11/13/2016 4:02,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2546115-thumb.jpg,0,1,0,0,0,bias
20,1fe4c0fa4ba9e410fe5c4e7fec13c6740062629b,0,EdJenner,11/13/2016 4:02,english,11/13/2016 4:02,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2546106-thumb.jpg,0,1,0,0,0,bias
21,124c5aa1e29aa1e27a2ad9284400243ee5a150e6,0,Fed Up,11/10/2016 7:10,english,11/13/2016 15:06,100percentfedup.com,US,25689,0.19,http://100percentfedup.com/wp-content/uploads/2016/11/Cuban-invester.png,0,0,0,0,0,bias
22,bb6352cab853dfeaf11d29a08cd5b1d0baf424a3,0,EdJenner,11/14/2016 6:35,english,11/14/2016 6:35,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2548928-thumb.jpg,0,1,0,0,0,bias
23,ee8e9d4d80c9b05f5a049f6687be1cf8a90cdc34,0,EdJenner,11/15/2016 7:43,english,11/15/2016 7:43,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2553918-thumb.jpg,0,1,0,0,0,bias
24,3836cd38353373b7d934a7e25e5888876958f94a,0,EdJenner,11/20/2016 1:53,english,11/20/2016 1:53,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2574659-thumb.jpg,0,1,0,0,0,bias
25,80da68b7ce6ee3c4e5d9a583abac77828606c2bb,0,EdJenner,11/20/2016 4:44,english,11/20/2016 4:44,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2574911-thumb.jpg,0,1,0,0,0,bias
26,de3862589a93552123e525fac783021a5fe929e2,0,EdJenner,11/21/2016 1:35,english,11/21/2016 1:35,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2577115-thumb.jpg,0,1,0,0,0,bias
27,c1a86b752a21196a06591d5a785fa29b14fab245,0,EdJenner,11/22/2016 6:17,english,11/22/2016 6:17,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2582326-thumb.jpg,0,1,0,0,0,bias
28,018d2edef81f8ac93622de17798556762119c736,0,Fed Up,11/22/2016 19:26,english,11/22/2016 19:34,100percentfedup.com,US,25689,0.256,http://100percentfedup.com/wp-content/uploads/2016/11/HAMILTON.jpg,0,0,0,0,0,bias
29,2459f5d2ecfe04bfe96d6d75e92f948004edf67a,0,EdJenner,11/22/2016 23:48,english,11/22/2016 23:48,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2586035-thumb.jpg,0,1,0,0,0,bias
30,5c96dddf3e19affb7386519985180b9e086bea93,0,Barracuda Brigade,11/23/2016 19:54,english,11/23/2016 23:18,100percentfedup.com,US,25689,0,http://bb4sp.com/wp-content/uploads/2016/11/Fullscreen-capture-11232016-85104-AM.bmp.jpg,0,1,0,0,0,bias
31,dda26496a839264abf92217d94b681ddc98dae26,0,Barracuda Brigade,11/23/2016 19:06,english,11/23/2016 23:18,100percentfedup.com,US,25689,0,http://bb4sp.com/wp-content/uploads/2016/11/Fullscreen-capture-11232016-80742-AM.bmp.jpg,0,1,0,0,0,bias
32,3de83a29b8c501996ba153a532ee28eaf037d8b6,0,EdJenner,11/25/2016 7:24,english,11/25/2016 7:24,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2593516-thumb.jpg,0,1,0,0,0,bias
33,f4cfaff903a1ab1dd704278422a76057bbc32da4,0,EdJenner,11/25/2016 13:21,english,11/25/2016 13:21,100percentfedup.com,US,25689,0,http://conservativeangle.com/wp-content/uploads/2016/11/2593868-thumb.jpg,0,1,0,0,0,bias
34,98b54c302a72804005e6e3b1ff5d7a5e556f21cd,0,NA,10/26/2016 23:24,english,10/28/2016 1:15,21stcenturywire.com,US,NA,0.015,http://21stcenturywire.com/wp-content/uploads/2016/10/1-Syria-No-Fly-Zone.png,0,0,0,0,0,conspiracy
35,aff3ede5c01b6823e3bb6f96035c4df02d470d98,0,NA,10/29/2016 13:20,english,10/29/2016 23:12,21stcenturywire.com,US,NA,0,http://21stcenturywire.com/wp-content/uploads/2016/10/1-FBI-Comey-Hillary-Clinton-e1477728962985.jpg,0,0,0,0,0,conspiracy
36,7759496d1762e34d0a33db572948fd77df481d1d,0,Shawn Helton,10/29/2016 1:22,english,10/30/2016 2:16,21stcenturywire.com,US,NA,0,http://21stcenturywire.com/wp-content/uploads/2016/10/Clinton-New-FBI-Probe-21WIRE-SLIDER-New.jpg,0,0,0,0,0,conspiracy
37,f51a0aa7d160a15707b18a4007bdfa4c506d17a6,0,Mike Rivero,11/1/2016 23:43,english,11/2/2016 6:58,21stcenturywire.com,US,NA,0,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/10/DNC-SCANDAL-PART2-21WIRE-SLIDER-SH-1.jpg?fit=620%2C415,0,1,0,0,0,conspiracy
38,236eaaea138082b5f4e8362de5e8e5584d8e7ef4,0,NA,11/1/2016 14:48,english,11/2/2016 8:39,21stcenturywire.com,US,NA,0.293,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/2-Clinton-Podesta-Email.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
39,9705f82da90935a714b424d8fafa93fba75be998,0,Shawn Helton,11/3/2016 22:03,english,11/4/2016 5:25,21stcenturywire.com,US,NA,0.139,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/10/Clinton-Gold-21WIRE-SLIDER-SH.jpg?fit=620%2C415,0,0,0,0,0,conspiracy
40,92841a56f9f241e8d06164ab78c68925ab0ac82b,0,NA,11/4/2016 13:33,english,11/5/2016 2:46,21stcenturywire.com,US,NA,0,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/ISIS_Clinton-Foundation.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
41,86bf9b50cfecaeb861219f63245d4c71d345438e,0,NA,11/4/2016 12:30,english,11/5/2016 2:46,21stcenturywire.com,US,NA,0.417,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Hillary-jump-the-shark.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
42,e4c1a7542c447d908a878fd429fef0f5cf9130d4,0,NA,11/6/2016 5:48,english,11/6/2016 23:29,21stcenturywire.com,US,NA,0.983,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-hillary-russia-hawk-nuke-.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
43,095b7cc19392c3b309519cc1919657208fc25e6f,0,NA,11/6/2016 20:52,english,11/7/2016 20:24,21stcenturywire.com,US,NA,0.002,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Trump-Hillary.jpg?fit=610%2C413,0,0,0,0,0,conspiracy
44,d414680a6b1ef737053c20281c78f7753be24936,0,NA,11/9/2016 15:06,english,11/9/2016 18:23,21stcenturywire.com,US,NA,0.124,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Putin-Trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
45,6ffb2f9c20a5ee09fb76d53bbbaa8dd39edf6916,0,NA,11/10/2016 10:04,english,11/10/2016 10:04,21stcenturywire.com,US,NA,0,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-david-icke-trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
46,63c6bf1deea567e43a0c7aaad5b8020ca6082159,0,NA,11/10/2016 12:42,english,11/10/2016 23:36,21stcenturywire.com,US,NA,0.002,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Carlos-Slim-Trump.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
47,4dc9f03b3aadbffd2c7cb6432b6247b3d742d55d,0,NA,11/11/2016 11:52,english,11/12/2016 4:41,21stcenturywire.com,US,NA,0.49,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Kiki-Green-Trump.png?fit=610%2C415,0,0,0,0,0,conspiracy
48,8910588330147ab1149ff116ba4d1570643b29f0,0,NA,11/11/2016 13:35,english,11/12/2016 4:41,21stcenturywire.com,US,NA,0.293,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Trump-student-protesters.png?fit=610%2C415,0,0,0,0,0,conspiracy
49,2a63aa7d67b72eb1233594b7814a35e7fde7813a,0,Mike Rivero,11/12/2016 21:13,english,11/12/2016 21:13,21stcenturywire.com,US,NA,0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/SICK-SOROS-PAID-PROTESTS-21WIRE-SLIDER-SH-4.jpg?fit=620%2C415,0,1,0,0,0,conspiracy
50,2c6a0f68ac6206d50c6993c4e727bc3b6a6354e7,0,Mike Rivero,11/12/2016 21:13,english,11/12/2016 21:13,21stcenturywire.com,US,NA,0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Patrick_henningsen-Trump-Riots.png?fit=610%2C415,0,1,0,0,0,conspiracy
51,65272a7457360257e5b5f2540411785b4f848d55,0,NA,11/13/2016 1:51,english,11/13/2016 2:33,21stcenturywire.com,US,NA,0.288,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Hillary-Trump-DOGS.jpg?fit=610%2C419,0,0,0,0,0,conspiracy
52,78ea7e7d34d7da2ba484674ad024e0951f46bcfa,0,NA,11/13/2016 21:22,english,11/14/2016 20:30,21stcenturywire.com,US,NA,0.959,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-SW-deplorables-copy.jpg?fit=610%2C415,0,0,0,0,0,conspiracy
53,eca38219488f8785530cc20ad38c98dac4faa432,0,Mike Rivero,11/16/2016 22:41,english,11/17/2016 1:16,21stcenturywire.com,US,NA,0,http://i0.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/2-Trump-Stahl-60-Minutes-copy.jpg?fit=610%2C415,0,1,0,0,0,conspiracy
54,a36405a8d7d32c2192b9a9b482dcf0ebc83c62eb,0,Mike Rivero,11/22/2016 22:49,english,11/22/2016 23:36,21stcenturywire.com,US,NA,0,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Clinton-KKK-Democratic-Party.jpg?fit=610%2C415,0,1,0,0,0,conspiracy
55,561b309ed5c260bb67b4a63756e20f056b7983a0,0,Mike Rivero,11/24/2016 1:37,english,11/24/2016 4:43,21stcenturywire.com,US,NA,0,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-Hillary-Clinton-e1479932220348.jpg?fit=740%2C411,0,1,0,0,0,conspiracy
56,f06f10470a770c390f1ade24760e2ea34825014b,0,Branko Mali,11/25/2016 12:33,english,11/25/2016 12:33,21stcenturywire.com,US,NA,0.121,http://i2.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/trump-pepe.png?fit=610%2C420,0,0,0,0,0,conspiracy
57,d1056f290f1cfffa9907ac34ab6dc0ffbc3339ca,0,NA,11/25/2016 0:49,english,11/25/2016 21:06,21stcenturywire.com,US,NA,0.301,http://i1.wp.com/21stcenturywire.com/wp-content/uploads/2016/11/1-RU-REd-SCARE-RT.jpg?fit=610%2C413,0,0,0,0,0,conspiracy
58,8a35883f9c9f0b15a9e20ab8711d403d91d57405,0,Jimmy Rustling,10/27/2016 10:00,english,10/27/2016 12:50,abcnews.com.co,CO,65078,0,http://abcnews.com.co/wp-content/uploads/2016/10/The-Amish-vote-for-donald-Trump.jpg,0,0,0,0,0,fake
59,c6fb8dae30e3d378935e910540a0cb99b5351ac0,0,Jimmy Rustling,11/11/2016 10:00,english,11/11/2016 14:33,abcnews.com.co,US,65078,0.009,http://abcnews.com.co/wp-content/uploads/2016/11/Obama-signs-Executive-Order.jpg,0,0,0,0,0,fake
60,b9af57aaf67e5894ea9cee78d8f646aecaa0ebd9,0,tokyowashi (noreply@blogger.com),10/27/2016 3:14,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
61,03905a0f06cb711190aad3934af253a0e1c00a83,1,Anonymous,10/26/2016 20:12,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
62,42c16d3818e64ff4632409cafd309c22df530ac1,2,Anonymous,10/26/2016 19:48,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
63,336f5dfbea5f263dbdd6ec9be9d1d94d255caa1f,3,Anonymous,10/26/2016 19:35,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
64,ea086a28e0bbafcd9fbaabd728920337371d4876,4,Anonymous,10/26/2016 19:19,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
65,6fad6edc4156d92153a9a7a0d66f7ae59b98760c,5,Anonymous,10/26/2016 19:07,english,10/27/2016 4:37,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
66,30026d6f4721bb93578dffe88ee680e1dcbf20c8,6,Anonymous,10/26/2016 19:07,english,10/27/2016 8:39,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
67,4b9eb00294cc3efea62d55aa972b8218b588b55e,4,Anonymous,10/26/2016 19:35,english,10/27/2016 8:40,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
68,11ecd71be0955967a9058366b7bee2499dbc3e95,5,Anonymous,10/26/2016 19:19,english,10/27/2016 8:40,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
69,269e89072d73ae89a8645199b121aaa497460f40,6,Anonymous,10/26/2016 19:07,english,10/27/2016 8:40,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
70,a3c854d3f9deceb87d031300016128124040c9a7,0,tokyowashi (noreply@blogger.com),10/28/2016 0:19,english,10/28/2016 0:19,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
71,3ab296a353b298c9cae5042219c8c03c8233ca0b,1,Anonymous,10/27/2016 18:50,english,10/28/2016 0:19,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
72,7dfe3b0a85d4f96a3d024615267629ee56d9846f,2,Anonymous,10/27/2016 18:30,english,10/28/2016 0:19,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
73,4384d62eb60d6da437e335573ff4c61bda9ed4fa,3,Anonymous,10/27/2016 20:03,english,10/28/2016 2:05,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
74,3144033585889c0fd7f8edc294354ead60fd9f10,4,Anonymous,10/27/2016 19:57,english,10/28/2016 2:05,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
75,c40caf3e677c5fdfd7bd47f68d029e0eaa75e1ac,5,Anonymous,10/27/2016 18:50,english,10/28/2016 2:05,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
76,5be68a7c4c09f180b8f15d8d176fb097520f5a02,6,Anonymous,10/27/2016 18:30,english,10/28/2016 2:05,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
77,25de41d2c7889142bdc6e7c2a47d577ae74db71c,7,Anonymous,10/27/2016 18:50,english,10/28/2016 2:57,abeldanger.net,US,NA,0,NA,8,1,0,0,0,bs
78,30f5b9ea505d2f0c80348428504139a8d8fa6436,8,Anonymous,10/27/2016 18:30,english,10/28/2016 2:57,abeldanger.net,US,NA,0,NA,8,1,0,0,0,bs
79,1403af5606fe2460829e56a0c9adb6178936fbdb,9,Anonymous,10/27/2016 18:30,english,10/28/2016 3:57,abeldanger.net,US,NA,0,NA,9,1,0,0,0,bs
80,13fc2d922a6669ef992eeb7a701646bc04839e18,0,tokyowashi (noreply@blogger.com),10/28/2016 11:03,english,10/28/2016 11:03,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
81,a1a02e00f91bc9152c467c9cf3588fd1074e6a7e,1,pak alresky,10/28/2016 8:58,english,10/28/2016 15:07,abeldanger.net,US,NA,0,NA,1,1,0,0,0,bs
82,da9eac98db2b8bd73f0bc060b74c41e167b1dc30,0,tokyowashi (noreply@blogger.com),10/28/2016 20:31,english,10/28/2016 20:31,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
83,160453f5b7386ad17e4c7c7882f15b1346dfb497,1,Anonymous,10/28/2016 17:39,english,10/29/2016 0:14,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
84,ca38d319bedd06eff9bf77b062ca8ee2e5e522b0,2,Anonymous,10/28/2016 17:00,english,10/29/2016 0:14,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
85,56c77ca93df34d1ac4cd240afad84a8dd41029a6,0,tokyowashi (noreply@blogger.com),10/29/2016 8:56,english,10/29/2016 8:56,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
86,864b26ceeacbcc5ed38177f11285b464f7927a64,1,Anonymous,10/29/2016 6:34,english,10/29/2016 11:49,abeldanger.net,US,NA,0,NA,1,1,0,0,0,bs
87,32b8a10c927682a608bd3b88147c357b8807eaeb,0,tokyowashi (noreply@blogger.com),10/29/2016 12:58,english,10/29/2016 12:58,abeldanger.net,US,NA,0,NA,1,1,0,0,0,bs
88,2ee23dfd1bc388c251fec378231fe3bbd8ef0883,1,Anonymous,10/29/2016 7:38,english,10/29/2016 12:58,abeldanger.net,US,NA,0,NA,1,1,0,0,0,bs
89,c0934278c651e872ae8aef084b8f23f128bb2ad3,0,tokyowashi (noreply@blogger.com),10/29/2016 20:54,english,10/29/2016 20:54,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
90,eb054fba367975664dc134e494c96fafd31de3ef,0,tokyowashi (noreply@blogger.com),10/29/2016 23:08,english,10/29/2016 23:08,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
91,274d5ad06a90ac9358ef21375b00e09f1f05726d,2,Anonymous,10/29/2016 18:04,english,10/29/2016 23:47,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
92,c47fb48f708e4fd39e4e23d03ccb710c62ce3d14,3,Anonymous,10/29/2016 17:55,english,10/29/2016 23:47,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
93,c2b527f6f19a09e9d9ee814f69b4388aaa64d32c,4,Anonymous,10/29/2016 7:02,english,10/29/2016 23:47,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
94,13b2a3aa1853d50f8f4353986fa702ce50ab0a0d,5,Anonymous,10/29/2016 6:34,english,10/29/2016 23:47,abeldanger.net,US,NA,0,NA,5,1,0,0,0,bs
95,ba61d877c7b6ba8bb9bbf0de7b540f8ceb8a23ba,1,Anonymous,10/29/2016 19:36,english,10/30/2016 0:45,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
96,51885985bf02be49ebfd1c78485babfd09c25f90,2,Anonymous,10/29/2016 19:25,english,10/30/2016 0:45,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
97,926b9b1371903ad912ce189712d5ba5cfa1bf665,1,Anonymous,10/29/2016 19:36,english,10/30/2016 0:45,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
98,3ad02a79678325091fca526f388553b72a977561,2,Anonymous,10/29/2016 19:25,english,10/30/2016 0:45,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
99,5876d2342903b7d1aa341d851073a7a9d3cbe253,6,Anonymous,10/29/2016 6:34,english,10/30/2016 1:42,abeldanger.net,US,NA,0,NA,6,1,0,0,0,bs
100,74d341d65f684cebcc49eacab22d8fa2cd743c61,3,Anonymous,10/29/2016 19:25,english,10/30/2016 5:28,abeldanger.net,US,NA,0,NA,3,1,0,0,0,bs
101,167eaade2362bfe3815ee8bef9bf67b9496dde70,3,Anonymous,10/29/2016 19:25,english,10/30/2016 5:28,abeldanger.net,US,NA,0,NA,3,1,0,0,0,bs
102,cf089ce65b0ccb5a77e593f27d226097c30f36b9,1,Anonymous,10/29/2016 22:37,english,10/30/2016 5:28,abeldanger.net,US,NA,0,NA,3,1,0,0,0,bs
103,9bd95ab408508d7f55bcf412c540f279912e3aa7,2,Anonymous,10/29/2016 19:36,english,10/30/2016 5:28,abeldanger.net,US,NA,0,NA,3,1,0,0,0,bs
104,f0336a240d3df34e121bfc27879f31325cb07912,3,Anonymous,10/29/2016 19:25,english,10/30/2016 5:28,abeldanger.net,US,NA,0,NA,3,1,0,0,0,bs
105,c34c0bcecdccaaf463450e9a9e3e168e7e619465,7,Anonymous,10/29/2016 6:34,english,10/30/2016 5:39,abeldanger.net,US,NA,0,NA,7,1,0,0,0,bs
106,ded9595ce287ba01bc8670c804a928d42f224f19,8,Anonymous,10/29/2016 6:34,english,10/30/2016 6:06,abeldanger.net,US,NA,0,NA,8,1,0,0,0,bs
107,ea4c5f878b9dda1adfa4b52b39087ec210000d2d,0,tokyowashi (noreply@blogger.com),10/30/2016 11:11,english,10/30/2016 11:11,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
108,90a69009908b1bda26a937cd2e8769ffcf23f9e8,1,Anonymous,10/30/2016 8:17,english,10/30/2016 13:18,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
109,a0785e99cf9a112ad97688b2ee80a6524068c8c8,2,Anonymous,10/30/2016 8:01,english,10/30/2016 13:18,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
110,e7aacfabf3903ed68a5aa056c098f2face98cee8,0,tokyowashi (noreply@blogger.com),10/31/2016 0:03,english,10/31/2016 0:03,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
111,ced44bbf8bc01f507735744020f17c120ce3047a,0,tokyowashi (noreply@blogger.com),10/31/2016 0:40,english,10/31/2016 0:40,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
112,ef88bc367c52cbf7e5f5936818b11b47718c36a9,0,tokyowashi (noreply@blogger.com),10/31/2016 4:10,english,10/31/2016 4:10,abeldanger.net,US,NA,0,NA,0,1,0,0,0,bs
113,7ef8f3d0a3103faf5171c5e020f61c5b7b126ed7,1,Anonymous,10/30/2016 23:50,english,10/31/2016 5:05,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
114,ddc4431d0e58f108b7ea0f795af1682aa1d5eb29,2,Anonymous,10/30/2016 23:40,english,10/31/2016 5:05,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
115,c2f4379c6bafd431f0deee6931ee9efbc4066bf5,1,Anonymous,10/30/2016 23:50,english,10/31/2016 5:14,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
116,2400342916f14231ba162d50627b115e7144a37d,2,Anonymous,10/30/2016 23:40,english,10/31/2016 5:14,abeldanger.net,US,NA,0,NA,2,1,0,0,0,bs
